Offset(P)          Proto    Local Address                  Foreign Address      State            Pid      Owner          Created
0x17889a90         TCPv4    127.0.0.1:49998                127.0.0.1:56270      ESTABLISHED      1496     java.exe       
0x178dfcf0         TCPv4    127.0.0.1:49998                127.0.0.1:65278      ESTABLISHED      1496     java.exe       
0x17948cf0         TCPv4    127.0.0.1:49998                127.0.0.1:52947      ESTABLISHED      1496     java.exe       
0x179529d0         TCPv4    127.0.0.1:52180                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x17956cf0         TCPv4    127.0.0.1:49998                127.0.0.1:50422      ESTABLISHED      1496     java.exe       
0x179c6a50         TCPv4    127.0.0.1:52787                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x179f0a50         TCPv4    127.0.0.1:49998                127.0.0.1:52640      ESTABLISHED      1496     java.exe       
0x17a07010         TCPv4    127.0.0.1:49686                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x17a14450         TCPv4    127.0.0.1:49998                127.0.0.1:55784      ESTABLISHED      1496     java.exe       
0x17a14cf0         TCPv4    127.0.0.1:56183                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x17aa1a50         TCPv4    127.0.0.1:49998                127.0.0.1:51572      ESTABLISHED      1496     java.exe       
0x17aaccf0         TCPv4    127.0.0.1:55158                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x17bb3010         TCPv4    127.0.0.1:49998                127.0.0.1:61996      ESTABLISHED      1496     java.exe       
0x17bb34a0         TCPv4    127.0.0.1:61986                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x17c10cf0         TCPv4    127.0.0.1:49998                127.0.0.1:58747      ESTABLISHED      1496     java.exe       
0x17c4f950         TCPv4    127.0.0.1:49998                127.0.0.1:55203      ESTABLISHED      1496     java.exe       
0x17ca3010         TCPv4    127.0.0.1:56589                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x17d01be0         TCPv4    127.0.0.1:49998                127.0.0.1:65264      ESTABLISHED      1496     java.exe       
0x17d2f010         TCPv4    127.0.0.1:52088                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x17d2fa50         TCPv4    127.0.0.1:49998                127.0.0.1:52049      ESTABLISHED      1496     java.exe       
0x17dcb010         TCPv4    127.0.0.1:49998                127.0.0.1:59735      ESTABLISHED      1496     java.exe       
0x17dcbcf0         TCPv4    127.0.0.1:49998                127.0.0.1:59542      ESTABLISHED      1496     java.exe       
0x17ded500         TCPv4    127.0.0.1:49998                127.0.0.1:60159      ESTABLISHED      1496     java.exe       
0x17e10cf0         TCPv4    127.0.0.1:54445                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x17e207e0         TCPv4    127.0.0.1:52339                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x17e2c510         TCPv4    127.0.0.1:49998                127.0.0.1:52730      ESTABLISHED      1496     java.exe       
0x17e30990         TCPv4    127.0.0.1:49998                127.0.0.1:59237      ESTABLISHED      1496     java.exe       
0x17e71cf0         TCPv4    127.0.0.1:58592                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x17e7d010         TCPv4    127.0.0.1:49813                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x17e7da90         TCPv4    127.0.0.1:49998                127.0.0.1:50358      ESTABLISHED      1496     java.exe       
0x17f013e0         TCPv4    127.0.0.1:49998                127.0.0.1:51609      ESTABLISHED      1496     java.exe       
0x17f16560         TCPv4    127.0.0.1:55205                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x17f6ccf0         TCPv4    127.0.0.1:49998                127.0.0.1:59196      ESTABLISHED      1496     java.exe       
0x17f8c7e0         TCPv4    127.0.0.1:49998                127.0.0.1:59742      ESTABLISHED      1496     java.exe       
0x17f8ccf0         TCPv4    127.0.0.1:49998                127.0.0.1:61502      ESTABLISHED      1496     java.exe       
0x17fd4cf0         TCPv4    127.0.0.1:49998                127.0.0.1:58900      ESTABLISHED      1496     java.exe       
0x17ffacf0         TCPv4    127.0.0.1:49998                127.0.0.1:60941      ESTABLISHED      1496     java.exe       
0x17ffc350         TCPv4    127.0.0.1:49998                127.0.0.1:51571      ESTABLISHED      1496     java.exe       
0x18015350         TCPv4    127.0.0.1:57720                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1802b730         TCPv4    127.0.0.1:49998                127.0.0.1:60837      ESTABLISHED      1496     java.exe       
0x1802bcf0         TCPv4    127.0.0.1:60147                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18043ae0         TCPv4    127.0.0.1:49998                127.0.0.1:58803      ESTABLISHED      1496     java.exe       
0x18044a10         TCPv4    127.0.0.1:49998                127.0.0.1:57309      ESTABLISHED      1496     java.exe       
0x18065cf0         TCPv4    127.0.0.1:49998                127.0.0.1:61716      ESTABLISHED      1496     java.exe       
0x18093010         TCPv4    127.0.0.1:51993                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x180ab010         TCPv4    127.0.0.1:55772                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x180e44e0         TCPv4    127.0.0.1:56853                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x180fd010         TCPv4    127.0.0.1:49998                127.0.0.1:50316      ESTABLISHED      1496     java.exe       
0x180fdae0         TCPv4    127.0.0.1:50591                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18105cf0         TCPv4    127.0.0.1:52367                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x181ae010         TCPv4    127.0.0.1:49998                127.0.0.1:52417      ESTABLISHED      1496     java.exe       
0x181dca50         TCPv4    127.0.0.1:55551                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1822f170         TCPv4    127.0.0.1:51587                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1822fcf0         TCPv4    127.0.0.1:49998                127.0.0.1:51558      ESTABLISHED      1496     java.exe       
0x18260010         TCPv4    127.0.0.1:62422                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1832a7b0         TCPv4    127.0.0.1:49998                127.0.0.1:58170      ESTABLISHED      1496     java.exe       
0x1840dcf0         TCPv4    127.0.0.1:49998                127.0.0.1:57129      ESTABLISHED      1496     java.exe       
0x18438540         TCPv4    127.0.0.1:61205                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1852e510         TCPv4    127.0.0.1:52962                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1859e7f0         TCPv4    127.0.0.1:64445                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x185b6cf0         TCPv4    127.0.0.1:49998                127.0.0.1:53136      ESTABLISHED      1496     java.exe       
0x185c6010         TCPv4    127.0.0.1:54638                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x185eb3a0         TCPv4    127.0.0.1:49998                127.0.0.1:54030      ESTABLISHED      1496     java.exe       
0x1864dcf0         TCPv4    127.0.0.1:50678                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1870fcf0         TCPv4    127.0.0.1:49275                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1879dcf0         TCPv4    127.0.0.1:49749                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x187e2010         TCPv4    127.0.0.1:59285                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18822940         TCPv4    127.0.0.1:55543                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18869400         TCPv4    127.0.0.1:53858                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x188699c0         TCPv4    127.0.0.1:53864                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1886e7e0         TCPv4    127.0.0.1:61960                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1886ecf0         TCPv4    127.0.0.1:49998                127.0.0.1:62696      ESTABLISHED      1496     java.exe       
0x189fd3b0         TCPv4    127.0.0.1:57800                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18a25010         TCPv4    127.0.0.1:49998                127.0.0.1:49254      ESTABLISHED      1496     java.exe       
0x18a9fa50         TCPv4    127.0.0.1:65467                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18aada90         TCPv4    127.0.0.1:49998                127.0.0.1:61883      ESTABLISHED      1496     java.exe       
0x18b1e010         TCPv4    127.0.0.1:65236                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18bf5cf0         TCPv4    127.0.0.1:51194                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18c6acf0         TCPv4    127.0.0.1:55596                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18c72cf0         TCPv4    127.0.0.1:54099                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18c8e540         TCPv4    127.0.0.1:57868                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18cfa6b0         TCPv4    127.0.0.1:63331                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18cfa9d0         TCPv4    127.0.0.1:63293                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18cfacf0         TCPv4    127.0.0.1:63330                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18d03440         TCPv4    127.0.0.1:58006                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18d486a0         TCPv4    127.0.0.1:49998                127.0.0.1:54611      ESTABLISHED      1496     java.exe       
0x18dca730         TCPv4    127.0.0.1:55177                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18dcacf0         TCPv4    127.0.0.1:49998                127.0.0.1:55303      ESTABLISHED      1496     java.exe       
0x18dd1500         TCPv4    127.0.0.1:59890                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18e044d0         TCPv4    127.0.0.1:53032                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18e047f0         TCPv4    127.0.0.1:49998                127.0.0.1:53044      ESTABLISHED      1496     java.exe       
0x18e4dcf0         TCPv4    127.0.0.1:53182                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18e56190         TCPv4    127.0.0.1:50896                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18e5c400         TCPv4    127.0.0.1:58139                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18e8ccf0         TCPv4    127.0.0.1:49998                127.0.0.1:52139      ESTABLISHED      1496     java.exe       
0x18ead010         TCPv4    127.0.0.1:49998                127.0.0.1:51364      ESTABLISHED      1496     java.exe       
0x18ee0010         TCPv4    127.0.0.1:53612                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x18ee0430         TCPv4    127.0.0.1:49998                127.0.0.1:54382      ESTABLISHED      1496     java.exe       
0x18fae010         TCPv4    127.0.0.1:49998                127.0.0.1:53913      ESTABLISHED      1496     java.exe       
0x1902c940         TCPv4    127.0.0.1:49998                127.0.0.1:64410      ESTABLISHED      1496     java.exe       
0x1908d010         TCPv4    127.0.0.1:58021                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1908d330         TCPv4    127.0.0.1:49998                127.0.0.1:58046      ESTABLISHED      1496     java.exe       
0x1908d940         TCPv4    127.0.0.1:58318                127.0.0.1:49998      ESTABLISHED      632      java.exe       
