Offset(P)          Proto    Local Address                  Foreign Address      State            Pid      Owner          Created
0x114d0b2d0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0b2d0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0bc20        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0bc20        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0c010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0c010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0db90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0db90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0e3a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0e3a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0e900        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0e900        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0ecf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0ecf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0f010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0f010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0f6c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d0f6c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d10b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d10b90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d11250        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d11250        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d113a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d113a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d11cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d11cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d12010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d12010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d126c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d126c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d12c20        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d12c20        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d14640        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d14640        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d14ba0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d14ba0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d152c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d152c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d15650        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d15650        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d15ac0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d15ac0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d163a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d163a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d16cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d16cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d17010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d17010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d172d0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d172d0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d176c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d176c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d17c20        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d17c20        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d18b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d18b90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d193a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d193a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d19cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d19cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1a010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1a010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1a2d0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1a2d0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1a6c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1a6c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1bb90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1bb90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1cec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1cec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1d960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1d960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1e320        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1e320        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1ecf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1ecf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1f010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1f010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1f6c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1f6c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1fc20        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d1fc20        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d20b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d20b90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d213a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d213a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d21900        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d21900        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d21cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d21cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d222d0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d222d0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d226c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d226c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d22c20        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d22c20        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d232d0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d232d0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d23a50        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d23a50        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d24ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d24ec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d25960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d25960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d26010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d26010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d26320        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d26320        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d26880        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d26880        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d26cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d26cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d27010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d27010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d27640        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d27640        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d28b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d28b90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d29250        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d29250        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d293a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d293a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d29900        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d29900        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d29cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d29cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2a570        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2a570        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2aec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2aec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2b250        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2b250        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2b3a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2b3a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2bcf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2bcf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2c470        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2c470        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2c8e0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2c8e0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2d240        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2d240        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2db90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2db90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2e570        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2e570        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2ead0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2ead0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2eec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2eec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2f960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d2f960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d30320        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d30320        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d30cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d30cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d31010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d31010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d316c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d316c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d327a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d327a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d32b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d32b90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d333a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d333a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d33cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d33cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d34010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d34010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d342d0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d342d0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d346c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d346c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d34c20        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d34c20        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d35b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d35b90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d36510        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d36510        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d37960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d37960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d38320        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d38320        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d38880        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d38880        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d38cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d38cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d39010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d39010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d39640        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d39640        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3ab90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3ab90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3b250        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3b250        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3b3a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3b3a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3b900        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3b900        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3bcf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3bcf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3c010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3c010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3c6c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3c6c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3dac0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3dac0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3dec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3dec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3e010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3e010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3f960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d3f960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d404f0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d404f0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d40a50        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d40a50        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d40ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d40ec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d41960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d41960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d42240        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d42240        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d427a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d427a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d42b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d42b90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d43570        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d43570        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d43ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d43ec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d44960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d44960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d44ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d44ec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d453a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d453a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d45cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d45cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d46010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d46010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d47960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114d47960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
